sales_key,date_key,store_key,product_key,category_key,supplier_key,promotion_key,channel_key,units_sold,unit_price,sales_amount,cost_amount,on_hand_qty
11850,20251031,19,15,5,12,0,2,11,89.26,981.86,696.52,68
11851,20250915,11,70,3,9,2,2,19,91.11,1471.43,1239.75,111
11852,20250402,28,70,3,9,0,1,13,88.21,1146.73,848.25,92
11853,20250928,20,30,3,3,0,2,9,71.69,645.21,446.04,38
11854,20260319,14,8,5,15,1,1,13,87.36,1022.11,752.44,13
11855,20260129,1,23,2,11,0,3,22,60.08,1321.76,922.02,89
11856,20260318,17,137,4,15,0,1,15,47.2,708.0,465.3,26
11857,20251214,26,50,5,1,0,1,11,31.11,342.21,211.75,38
11858,20260419,14,84,5,8,0,2,11,77.07,847.77,552.75,0
11859,20250515,20,29,4,9,0,3,16,65.12,1041.92,748.96,103
11860,20250125,4,190,2,3,1,2,9,40.26,326.11,262.08,18
11861,20250303,13,198,1,3,0,1,11,74.22,816.42,596.09,112
11862,20260620,24,139,3,4,2,1,36,61.67,1887.1,1643.76,41
11863,20251212,13,67,6,7,3,2,16,72.35,1018.69,794.24,93
11864,20250514,27,121,3,5,0,1,10,63.19,631.9,463.3,63
11865,20260407,13,78,2,12,0,3,5,119.65,598.25,434.3,26
11866,20250617,25,183,3,15,0,2,34,112.62,3829.08,2621.06,196
11867,20251119,20,122,5,2,1,3,14,44.84,564.98,434.7,33
11868,20250515,29,26,4,5,0,1,5,71.4,357.0,249.25,47
11869,20250221,16,20,3,14,0,2,3,87.1,261.3,195.18,5
11870,20250525,15,157,1,3,4,3,25,48.08,961.6,839.5,90
11871,20250504,11,146,6,4,0,1,29,70.91,2056.39,1481.61,145
11872,20251026,20,146,6,4,0,3,8,72.49,579.92,408.72,95
11873,20250112,30,67,6,7,1,3,19,76.15,1302.17,943.16,77
11874,20250510,6,135,5,7,0,2,11,107.36,1180.96,827.42,45
11875,20251103,29,55,3,10,3,1,10,51.53,453.46,376.4,49
11876,20250801,30,128,5,1,4,3,5,90.87,363.48,300.1,30
11877,20251210,24,66,2,9,0,2,31,61.88,1918.28,1229.77,146
11878,20251221,18,25,5,11,4,2,14,56.82,636.38,567.28,52
11879,20260606,26,167,2,8,2,3,15,92.76,1182.69,975.0,95
11880,20260328,8,163,3,4,0,2,8,40.73,325.84,221.84,17
11881,20250504,20,157,1,3,3,1,34,51.28,1534.3,1141.72,126
11882,20260110,25,128,5,1,0,2,3,90.09,270.27,180.06,33
11883,20251205,25,128,5,1,0,2,8,95.61,764.88,480.16,29
11884,20251117,18,155,3,15,2,1,2,79.03,134.35,104.74,11
11885,20260308,12,113,4,2,0,1,13,88.43,1149.59,736.45,143
11886,20250321,29,176,3,2,4,1,16,103.15,1320.32,1145.28,25
11887,20250722,21,154,2,7,0,2,14,109.16,1528.24,1043.28,57
11888,20260317,24,109,3,5,1,2,13,62.72,733.82,569.01,25
11889,20260427,19,118,1,11,2,2,7,75.9,451.6,376.46,67
11890,20250121,27,192,4,3,3,1,17,80.77,1208.32,943.16,24
11891,20250912,15,101,5,6,0,3,15,69.22,1038.3,763.8,28
11892,20250523,17,22,3,7,0,3,7,108.62,760.34,502.25,45
11893,20250401,25,169,3,1,3,1,41,62.67,2261.13,1742.5,118
11894,20250131,16,1,1,6,0,1,15,80.5,1207.5,868.05,72
11895,20251018,8,50,5,1,1,3,34,31.11,951.97,654.5,101
11896,20251227,23,66,2,9,0,2,30,58.2,1746.0,1190.1,189
11897,20251014,12,6,6,4,1,2,11,96.31,953.47,804.65,20
11898,20250718,4,44,3,10,0,2,12,48.71,584.52,412.92,45
11899,20260221,12,36,1,11,2,3,25,44.92,954.55,829.75,126
11900,20251219,2,111,2,10,2,1,7,51.68,307.5,268.17,60
11901,20260506,27,177,5,12,0,3,3,83.43,250.29,186.42,15
11902,20250707,30,57,4,11,0,1,14,115.51,1617.14,1113.98,56
11903,20250510,8,79,4,1,0,3,28,102.01,2856.28,2141.16,78
11904,20250904,28,138,1,5,0,2,7,35.05,245.35,173.11,14
11905,20251001,22,135,5,7,0,3,4,110.19,440.76,300.88,21
11906,20250905,29,190,2,3,0,1,6,40.94,245.64,174.72,41
11907,20260326,5,105,5,9,0,2,1,113.98,113.98,79.55,2
11908,20250125,2,154,2,7,4,1,4,105.33,337.06,298.08,7
11909,20251012,28,170,1,12,2,2,14,106.42,1266.4,1044.82,107
11910,20250821,9,85,4,7,0,1,5,73.74,368.7,273.0,21
11911,20250424,18,168,2,5,3,2,5,34.39,151.32,119.15,33
11912,20251213,28,198,1,3,0,2,12,75.9,910.8,650.28,51
11913,20260309,11,24,6,4,0,2,5,46.48,232.4,155.4,5
11914,20251022,3,155,3,15,0,3,5,81.47,407.35,261.85,10
11915,20250215,24,125,6,15,2,2,28,88.07,2096.07,1698.2,135
11916,20250210,14,163,3,4,0,3,20,40.89,817.8,554.6,121
11917,20250816,1,110,5,2,0,2,20,34.73,694.6,478.8,64
11918,20251227,11,41,1,3,0,2,1,6.47,6.47,5.0,8
11919,20250619,16,86,5,15,3,1,14,13.66,168.29,141.54,0
11920,20250616,27,138,1,5,3,3,13,36.42,416.64,321.49,23
11921,20260410,7,180,4,4,0,3,8,132.92,1063.36,732.4,47
11922,20250108,16,15,5,12,4,3,3,93.63,224.71,189.96,35
11923,20250213,6,38,5,7,0,1,8,97.18,777.44,552.96,59
11924,20250326,9,48,6,7,1,2,7,22.74,143.26,109.62,60
11925,20260616,8,119,2,15,4,2,18,83.44,1201.54,1108.08,45
11926,20250926,16,4,3,11,0,3,19,65.02,1235.38,792.87,74
11927,20250327,20,191,5,12,0,1,7,78.35,548.45,376.53,25
11928,20250617,4,142,2,5,0,3,21,74.72,1569.12,1076.04,56
11929,20260608,3,182,1,15,3,3,31,6.9,188.23,155.0,202
11930,20260110,22,5,3,7,0,1,6,77.15,462.9,310.5,21
11931,20250501,9,55,3,10,0,1,5,56.03,280.15,188.2,0
11932,20250510,19,90,5,8,2,2,48,50.05,2042.04,1707.36,136
11933,20250210,3,155,3,15,0,3,7,78.8,551.6,366.59,27
11934,20260222,19,130,4,9,2,3,15,87.85,1120.09,894.3,41
11935,20250316,28,84,5,8,3,1,11,74.19,718.16,552.75,48
11936,20250604,14,61,6,12,3,1,10,82.62,727.06,537.0,76
11937,20250708,18,67,6,7,0,2,8,76.34,610.72,397.12,20
11938,20251202,9,74,1,15,0,1,5,66.55,332.75,225.0,28
11939,20251124,9,138,1,5,4,2,7,34.31,192.14,173.11,21
11940,20260308,2,174,5,6,0,1,23,86.35,1986.05,1423.47,105
11941,20250610,15,96,2,8,2,2,13,68.53,757.26,624.65,64
11942,20250728,29,181,6,1,0,1,8,53.88,431.04,327.2,146
11943,20250729,4,60,5,9,4,1,13,86.46,899.18,787.15,75
11944,20250126,13,172,1,10,0,1,16,43.93,702.88,456.8,68
11945,20260203,26,1,1,6,3,1,15,88.8,1172.16,868.05,11
11946,20251017,15,150,1,3,0,2,4,7.49,29.96,20.0,24
11947,20250914,23,190,2,3,0,1,20,41.95,839.0,582.4,92
11948,20260622,12,56,1,3,0,3,16,74.91,1198.56,829.28,0
11949,20250407,19,137,4,15,0,2,32,48.86,1563.52,992.64,112
11950,20260608,30,15,5,12,0,1,7,93.95,657.65,443.24,22
11951,20260103,18,171,1,6,0,2,6,46.56,279.36,180.78,113
11952,20250430,24,98,5,7,4,3,32,7.88,201.73,160.0,70
11953,20260102,21,85,4,7,1,2,11,78.26,774.77,600.6,37
11954,20260213,3,185,3,1,2,3,37,66.62,2095.2,1744.92,144
11955,20250715,5,186,3,2,0,2,6,102.29,613.74,427.14,45
11956,20250706,19,45,1,10,0,2,4,41.32,165.28,109.84,33
11957,20260328,11,192,4,3,0,2,7,77.98,545.86,388.36,83
11958,20250328,15,42,5,9,0,3,33,64.61,2132.13,1377.75,77
11959,20250108,15,163,3,4,4,3,6,39.81,191.09,166.38,37
11960,20251226,24,156,4,15,0,2,28,94.44,2644.32,1734.04,68
11961,20260505,30,101,5,6,0,2,8,69.42,555.36,407.36,92
11962,20250928,30,119,2,15,4,1,20,88.59,1417.44,1231.2,89
11963,20250314,3,79,4,1,1,3,21,110.73,2092.8,1605.87,125
11964,20251019,23,81,6,5,0,1,2,44.45,88.9,59.48,10
11965,20250517,22,104,1,14,0,3,24,72.97,1751.28,1237.44,23
11966,20260323,26,173,5,7,0,2,9,68.53,616.77,441.45,88
11967,20251127,13,97,2,13,0,3,5,112.58,562.9,372.15,27
11968,20250701,16,117,1,11,3,3,5,128.24,564.26,399.4,23
11969,20251204,14,142,2,5,0,1,30,73.45,2203.5,1537.2,124
11970,20251227,12,185,3,1,2,1,38,70.75,2285.22,1792.08,84
11971,20260102,8,173,5,7,0,2,17,70.26,1194.42,833.85,105
11972,20250717,20,74,1,15,1,2,14,62.37,785.86,630.0,41
11973,20251105,1,173,5,7,0,1,24,72.24,1733.76,1177.2,216
11974,20250124,23,89,5,9,2,3,17,33.43,483.06,387.43,46
11975,20250806,26,19,6,7,2,2,16,52.76,717.54,615.2,65
11976,20250724,7,15,5,12,0,3,7,96.66,676.62,443.24,103
11977,20251016,7,42,5,9,0,1,23,59.9,1377.7,960.25,85
11978,20260529,16,74,1,15,3,3,7,67.52,415.92,315.0,29
11979,20260530,26,81,6,5,0,2,1,41.62,41.62,29.74,6
11980,20250918,4,36,1,11,1,1,18,45.69,740.18,597.42,112
11981,20251215,13,36,1,11,4,3,18,45.19,650.74,597.42,39
11982,20250228,7,7,1,12,0,1,26,69.61,1809.86,1217.06,84
11983,20250918,26,183,3,15,0,3,17,112.77,1917.09,1310.53,120
11984,20260107,27,52,2,8,0,1,4,127.98,511.92,326.96,14
11985,20260104,3,130,4,9,0,3,16,90.47,1447.52,953.92,146
11986,20260605,5,99,4,5,1,1,9,58.49,473.77,362.34,105
11987,20250909,5,73,3,3,0,1,6,61.11,366.66,276.36,72
11988,20260506,25,50,5,1,0,3,27,27.59,744.93,519.75,61
11989,20260613,28,13,5,12,0,2,4,40.59,162.36,109.76,35
11990,20251105,12,22,3,7,0,2,11,98.15,1079.65,789.25,72
11991,20250219,5,136,2,13,4,1,2,87.76,140.42,115.5,32
11992,20250723,20,91,3,13,1,3,12,71.26,769.61,603.24,11
11993,20260217,27,194,3,9,1,2,18,25.58,414.4,301.32,178
11994,20251110,28,30,3,3,0,2,7,75.63,529.41,346.92,22
11995,20260521,14,187,1,2,0,3,4,18.04,72.16,51.8,59
11996,20260317,24,18,1,2,2,2,32,50.82,1382.3,1130.24,193
11997,20250204,29,147,1,15,0,1,9,67.32,605.88,417.96,38
11998,20260411,25,193,4,6,2,1,20,69.49,1181.33,1010.6,202
11999,20250712,15,31,3,7,0,2,28,134.19,3757.32,2669.8,112
12000,20260319,8,96,2,8,0,2,18,71.38,1284.84,864.9,78
12001,20251002,12,185,3,1,0,2,18,66.06,1189.08,848.88,132
12002,20250903,11,161,6,13,0,3,8,62.73,501.84,397.52,19
12003,20250209,30,44,3,10,1,2,15,49.03,661.91,516.15,80
12004,20250306,22,35,6,8,0,3,5,20.32,101.6,78.65,61
12005,20251118,26,68,3,6,0,2,6,51.46,308.76,203.34,35
12006,20251104,24,93,6,15,0,3,33,60.9,2009.7,1292.28,151
12007,20251027,15,59,5,3,3,3,3,61.38,162.04,120.27,25
12008,20250326,24,18,1,2,0,3,22,50.36,1107.92,777.04,102
12009,20251003,20,100,1,1,4,2,6,66.02,316.9,291.18,71
12010,20250202,23,83,1,11,0,1,18,95.94,1726.92,1238.76,174
12011,20250319,10,62,5,3,0,3,19,53.07,1008.33,712.12,101
12012,20250927,7,166,5,8,3,1,52,76.33,3492.86,2738.84,161
12013,20251130,6,58,1,2,0,3,36,40.05,1441.8,909.36,134
12014,20251220,9,179,6,6,0,2,7,81.48,570.36,392.56,20
12015,20260615,30,3,4,8,2,2,10,64.04,544.34,449.0,85
12016,20260407,29,104,1,14,0,2,10,76.19,761.9,515.6,65
12017,20250725,5,191,5,12,1,2,5,77.46,348.57,268.95,19
12018,20260227,17,58,1,2,0,1,8,41.38,331.04,202.08,85
12019,20250221,29,132,4,6,3,1,8,62.09,437.11,349.28,65
12020,20260408,23,147,1,15,0,1,17,73.11,1242.87,789.48,110
12021,20250728,19,69,1,10,0,3,25,76.96,1924.0,1360.75,147
12022,20260215,18,128,5,1,0,3,3,91.78,275.34,180.06,25
12023,20260609,10,131,4,9,0,1,4,18.35,73.4,54.24,26
12024,20260115,28,95,6,9,0,3,10,55.68,556.8,399.6,48
12025,20260512,3,76,3,8,4,3,20,69.89,1118.24,1026.6,107
12026,20250106,27,96,2,8,0,1,10,65.56,655.6,480.5,58
12027,20250403,27,30,3,3,0,1,5,69.55,347.75,247.8,41
12028,20251205,8,99,4,5,0,2,28,55.07,1541.96,1127.28,58
12029,20251019,16,66,2,9,0,1,10,57.5,575.0,396.7,8
12030,20250307,27,68,3,6,0,1,7,53.2,372.4,237.23,18
12031,20260123,15,50,5,1,0,1,6,30.47,182.82,115.5,86
12032,20250201,10,104,1,14,0,1,21,72.3,1518.3,1082.76,78
12033,20260620,3,2,5,14,3,1,15,52.21,689.17,556.65,36
12034,20250326,14,12,6,11,0,2,19,28.03,532.57,391.78,119
12035,20250829,9,42,5,9,0,3,15,56.49,847.35,626.25,52
12036,20260321,26,115,4,4,2,1,7,105.01,624.81,479.85,73
12037,20251005,26,52,2,8,0,1,6,125.52,753.12,490.44,29
12038,20260206,10,100,1,1,0,3,7,63.97,447.79,339.71,70
12039,20260115,7,30,3,3,0,2,13,71.61,930.93,644.28,88
12040,20260528,9,85,4,7,0,1,3,78.19,234.57,163.8,11
12041,20250908,13,91,3,13,0,2,8,73.93,591.44,402.16,60
12042,20260613,21,65,3,15,3,2,19,56.49,944.51,764.56,68
12043,20251007,5,10,1,12,3,2,13,66.29,758.36,572.39,55
12044,20260428,30,125,6,15,0,3,10,81.61,816.1,606.5,58
12045,20260131,22,41,1,3,0,3,3,6.96,20.88,15.0,7
12046,20250313,4,97,2,13,0,1,13,111.51,1449.63,967.59,47
12047,20251214,10,142,2,5,0,2,23,72.87,1676.01,1178.52,130
12048,20260420,22,21,4,2,0,2,15,80.62,1209.3,836.4,41
12049,20250311,16,136,2,13,0,2,7,85.25,596.75,404.25,27
12050,20260329,16,75,5,7,0,2,9,45.7,411.3,275.13,48
12051,20250226,2,101,5,6,0,2,7,68.37,478.59,356.44,34
12052,20260416,13,16,5,5,0,1,9,27.51,247.59,166.23,32
12053,20260303,19,100,1,1,1,2,13,63.15,738.85,630.89,54
12054,20250323,23,76,3,8,1,1,14,74.25,935.55,718.62,147
12055,20260128,14,36,1,11,3,2,30,44.67,1179.29,995.7,70
12056,20250305,17,107,5,5,0,3,8,95.09,760.72,498.24,23
12057,20251103,7,131,4,9,0,3,11,18.61,204.71,149.16,29
12058,20260514,24,79,4,1,0,2,35,107.98,3779.3,2676.45,115
12059,20250422,21,127,1,4,0,1,10,99.1,991.0,684.2,23
12060,20250404,23,69,1,10,0,1,28,82.62,2313.36,1524.04,84
12061,20250817,21,167,2,8,0,3,24,99.12,2378.88,1560.0,205
12062,20250719,30,57,4,11,0,2,11,117.52,1292.72,875.27,93
12063,20250127,27,160,5,12,0,1,10,72.93,729.3,496.6,89
12064,20250904,25,77,2,8,0,3,6,61.83,370.98,258.3,25
12065,20250521,11,112,5,11,1,2,19,103.08,1762.67,1349.0,112
12066,20250309,3,14,5,7,1,3,48,56.68,2448.58,1839.36,206
12067,20250530,1,15,5,12,0,1,30,91.55,2746.5,1899.6,59
12068,20250112,24,199,3,5,2,3,11,87.56,818.69,649.44,78
12069,20260510,27,2,5,14,0,1,6,52.23,313.38,222.66,41
12070,20260621,20,112,5,11,1,3,25,100.02,2250.45,1775.0,136
12071,20250718,22,92,5,5,1,1,26,63.57,1487.54,1197.3,71
12072,20260419,3,128,5,1,0,1,8,92.45,739.6,480.16,40
12073,20250907,17,1,1,6,0,2,25,81.48,2037.0,1446.75,197
12074,20260508,19,37,6,10,0,1,13,73.82,959.66,667.03,124
12075,20250404,5,68,3,6,1,2,6,48.46,261.68,203.34,23
12076,20250603,23,185,3,1,0,2,30,72.01,2160.3,1414.8,168
12077,20260204,11,70,3,9,4,1,23,84.7,1558.48,1500.75,121
12078,20250429,6,115,4,4,1,2,26,107.72,2520.65,1782.3,92
12079,20260321,21,115,4,4,0,2,21,100.41,2108.61,1439.55,91
12080,20250818,14,83,1,11,0,2,28,97.97,2743.16,1926.96,118
12081,20250807,17,166,5,8,0,1,16,74.15,1186.4,842.72,137
12082,20250902,17,143,2,10,1,3,13,100.56,1176.55,885.43,70
12083,20260307,19,89,5,9,4,1,22,33.07,582.03,501.38,144
12084,20250104,13,61,6,12,2,1,6,80.05,408.25,322.2,31
12085,20260210,25,56,1,3,0,3,21,77.04,1617.84,1088.43,92
12086,20260225,27,187,1,2,0,3,9,17.87,160.83,116.55,53
12087,20260320,15,26,4,5,3,1,6,68.16,359.88,299.1,46
12088,20260623,6,34,4,12,0,2,19,53.85,1023.15,745.75,79
12089,20260227,9,53,3,3,2,1,17,147.75,2134.99,1752.7,45
12090,20251013,24,167,2,8,0,3,42,99.38,4173.96,2730.0,246
12091,20250909,8,138,1,5,0,2,11,34.43,378.73,272.03,119
12092,20250729,24,194,3,9,0,2,21,25.15,528.15,351.54,0
12093,20260323,20,145,6,14,0,3,17,7.96,135.32,85.0,84
12094,20250801,14,99,4,5,0,3,52,57.0,2964.0,2093.52,71
12095,20251106,4,9,2,4,0,3,18,7.64,137.52,90.0,54
12096,20250221,17,176,3,2,0,3,14,110.18,1542.52,1002.12,66
12097,20250621,21,134,4,13,0,2,2,50.67,101.34,69.26,14
12098,20250524,5,15,5,12,0,1,7,89.5,626.5,443.24,43
12099,20250823,25,195,6,11,3,3,21,7.36,136.01,105.0,56
12100,20250929,6,125,6,15,0,2,24,84.38,2025.12,1455.6,113
12101,20260122,13,124,3,14,3,3,5,31.88,140.27,107.15,28
12102,20250822,16,72,2,1,0,3,3,75.52,226.56,156.12,11
12103,20250323,23,67,6,7,0,2,27,68.17,1840.59,1340.28,107
12104,20251022,7,73,3,3,1,3,25,66.02,1485.45,1151.5,59
12105,20250130,11,11,4,4,1,3,2,41.17,74.11,56.28,10
12106,20260404,25,91,3,13,0,2,14,74.36,1041.04,703.78,146
12107,20260221,10,13,5,12,0,2,8,38.8,310.4,219.52,38
12108,20250502,19,120,1,12,0,1,17,55.71,947.07,664.19,43
12109,20250523,12,42,5,9,0,1,31,62.25,1929.75,1294.25,114
12110,20250115,2,124,3,14,0,2,4,32.64,130.56,85.72,32
12111,20250716,16,75,5,7,2,2,6,46.09,235.06,183.42,43
12112,20250121,11,56,1,3,1,2,11,78.02,772.4,570.13,58
12113,20260521,8,29,4,9,0,3,26,67.44,1753.44,1217.06,98
12114,20250314,26,77,2,8,2,1,2,66.77,113.51,86.1,8
12115,20251223,24,14,5,7,3,1,36,58.01,1837.76,1379.52,85
12116,20251105,9,50,5,1,0,2,11,30.5,335.5,211.75,72
12117,20250508,16,93,6,15,4,3,11,56.56,497.73,430.76,64
12118,20260313,22,127,1,4,0,2,7,101.54,710.78,478.94,36
12119,20250228,2,92,5,5,0,3,10,67.58,675.8,460.5,89
12120,20260424,3,21,4,2,0,1,37,83.56,3091.72,2063.12,135
12121,20260204,17,145,6,14,0,1,11,7.33,80.63,55.0,57
12122,20251209,28,85,4,7,3,1,4,76.64,269.77,218.4,13
12123,20260421,28,126,4,4,1,3,8,61.96,446.11,329.52,65
12124,20250806,14,196,1,14,0,3,26,65.53,1703.78,1198.34,41
12125,20250602,22,10,1,12,1,2,15,65.35,882.22,660.45,31
12126,20250325,15,198,1,3,0,1,15,74.52,1117.8,812.85,73
12127,20260515,28,191,5,12,0,3,4,74.4,297.6,215.16,22
12128,20250805,18,104,1,14,4,1,8,74.22,475.01,412.48,106
12129,20260324,27,6,6,4,0,1,1,98.99,98.99,73.15,31
12130,20250629,11,50,5,1,1,3,23,28.3,585.81,442.75,97
12131,20260531,28,46,6,2,0,1,12,59.79,717.48,517.32,64
12132,20260415,22,117,1,11,0,1,5,126.87,634.35,399.4,70
12133,20250616,24,139,3,4,0,2,15,66.41,996.15,684.9,157
12134,20250920,1,98,5,7,3,1,21,7.56,139.71,105.0,76
12135,20260305,25,72,2,1,0,3,5,73.44,367.2,260.2,52
12136,20250503,5,9,2,4,0,3,10,7.08,70.8,50.0,74
12137,20250113,29,188,3,13,0,3,5,31.32,156.6,99.85,24
12138,20250605,6,198,1,3,0,2,20,75.74,1514.8,1083.8,12
12139,20251115,25,7,1,12,0,2,20,68.38,1367.6,936.2,70
12140,20250315,20,66,2,9,0,1,15,59.15,887.25,595.05,58
12141,20250630,12,197,3,1,0,1,15,52.52,787.8,533.4,86
12142,20260512,27,80,5,2,0,1,5,74.81,374.05,263.6,63
12143,20250210,12,125,6,15,0,1,15,91.89,1378.35,909.75,25
12144,20250128,2,103,5,1,4,1,13,13.43,139.67,128.31,8
12145,20250817,3,127,1,4,0,3,6,105.01,630.06,410.52,95
12146,20250107,26,177,5,12,2,3,2,83.13,141.32,124.28,13
12147,20250116,12,76,3,8,0,3,12,75.66,907.92,615.96,88
12148,20250409,25,160,5,12,0,2,9,73.12,658.08,446.94,100
12149,20250225,1,92,5,5,1,1,33,64.43,1913.57,1519.65,114
12150,20260314,3,42,5,9,0,1,54,62.31,3364.74,2254.5,115
12151,20250308,30,15,5,12,4,3,13,95.95,997.88,823.16,27
12152,20251010,5,144,3,8,3,3,6,87.1,459.89,343.08,52
12153,20260116,21,121,3,5,2,1,30,66.39,1692.94,1389.9,124
12154,20251204,11,175,5,14,4,3,18,68.12,980.93,814.14,50
12155,20251220,16,48,6,7,4,3,15,22.98,275.76,234.9,64
12156,20250713,4,143,2,10,0,3,13,98.98,1286.74,885.43,100
12157,20260425,9,5,3,7,3,1,4,79.14,278.57,207.0,6
12158,20250207,23,28,5,9,2,2,18,33.79,516.99,419.58,181
12159,20250227,17,119,2,15,0,3,6,84.06,504.36,369.36,68
12160,20260408,16,108,4,9,0,3,1,55.13,55.13,38.43,3
12161,20250206,29,119,2,15,0,3,10,86.36,863.6,615.6,64
12162,20250414,13,168,2,5,0,2,6,34.12,204.72,142.98,31
12163,20250404,25,167,2,8,0,3,32,94.74,3031.68,2080.0,31
12164,20250118,22,40,4,10,1,1,10,49.94,449.46,319.2,33
12165,20250305,14,41,1,3,3,1,2,6.73,11.84,10.0,5
12166,20251106,9,108,4,9,4,1,1,53.45,42.76,38.43,3
12167,20251224,11,192,4,3,1,2,8,82.97,597.38,443.84,68
12168,20250214,27,134,4,13,4,1,1,50.93,40.74,34.63,3
12169,20260524,10,30,3,3,4,1,12,69.15,663.84,594.72,84
12170,20250221,20,128,5,1,1,3,5,91.12,410.04,300.1,22
12171,20260106,4,68,3,6,0,2,10,50.19,501.9,338.9,46
12172,20260309,11,22,3,7,0,2,6,108.44,650.64,430.5,26
12173,20251009,29,143,2,10,4,2,9,100.58,724.18,612.99,66
12174,20250923,17,56,1,3,0,1,12,79.35,952.2,621.96,69
12175,20250228,25,156,4,15,2,2,25,89.97,1911.86,1548.25,46
12176,20250511,8,111,2,10,4,1,21,52.28,878.3,804.51,97
12177,20260405,23,90,5,8,2,3,27,48.87,1121.57,960.39,270
12178,20250708,30,42,5,9,4,3,22,61.27,1078.35,918.5,169
12179,20250119,28,59,5,3,2,3,3,59.16,150.86,120.27,15
12180,20260129,14,67,6,7,4,2,20,70.83,1133.28,992.8,159
12181,20260105,21,139,3,4,4,2,20,66.13,1058.08,913.2,107
12182,20250205,27,84,5,8,1,3,4,72.57,261.25,201.0,59
12183,20250128,25,7,1,12,1,2,18,65.78,1065.64,842.58,41
12184,20250304,30,3,4,8,3,3,15,62.34,822.89,673.5,26
12185,20250128,1,55,3,10,2,2,22,55.43,1036.54,828.08,193
12186,20251129,17,103,5,1,0,3,15,14.62,219.3,148.05,83
12187,20250313,24,67,6,7,2,2,20,72.85,1238.45,992.8,78
12188,20251124,22,199,3,5,0,1,17,82.51,1402.67,1003.68,71
12189,20250406,5,47,3,12,4,2,12,13.97,134.11,118.2,55
12190,20260610,18,82,3,8,0,2,17,34.63,588.71,386.75,18
12191,20260127,5,80,5,2,0,2,5,75.55,377.75,263.6,37
12192,20250722,3,55,3,10,0,2,20,56.41,1128.2,752.8,134
12193,20250820,4,177,5,12,0,3,3,85.03,255.09,186.42,26
12194,20250205,29,51,5,3,4,3,14,32.49,363.89,322.84,42
12195,20250130,9,3,4,8,1,1,3,61.32,165.56,134.7,10
12196,20251018,14,104,1,14,0,1,39,74.87,2919.93,2010.84,109
12197,20250113,8,127,1,4,0,1,10,100.38,1003.8,684.2,32
12198,20251211,27,92,5,5,0,3,21,66.7,1400.7,967.05,65
12199,20250726,27,85,4,7,3,2,6,80.29,423.93,327.6,34
12200,20250317,20,173,5,7,0,2,7,74.33,520.31,343.35,83
12201,20251017,25,75,5,7,4,3,26,43.34,901.47,794.82,147
12202,20251026,4,128,5,1,0,2,5,95.26,476.3,300.1,5
12203,20260208,30,168,2,5,0,2,12,35.5,426.0,285.96,4
12204,20250417,13,80,5,2,4,1,9,72.52,522.14,474.48,39
12205,20251023,13,109,3,5,0,3,10,60.71,607.1,437.7,17
12206,20260402,6,78,2,12,0,1,8,118.1,944.8,694.88,25
12207,20250526,27,123,4,10,0,2,21,92.41,1940.61,1360.59,19
12208,20260327,6,110,5,2,3,3,11,35.56,344.22,263.34,96
12209,20260126,26,171,1,6,4,3,14,45.46,509.15,421.82,84
12210,20250820,22,51,5,3,0,1,17,33.12,563.04,392.02,72
12211,20260422,24,33,1,1,4,3,9,42.46,305.71,251.46,170
12212,20260607,1,85,4,7,0,2,15,83.17,1247.55,819.0,109
12213,20250508,23,123,4,10,1,2,29,93.78,2447.66,1878.91,117
12214,20260614,29,58,1,2,0,2,12,40.81,489.72,303.12,80
12215,20250102,12,200,6,5,0,2,10,68.33,683.3,477.6,23
12216,20250311,14,104,1,14,1,1,19,72.16,1233.94,979.64,100
12217,20250124,4,163,3,4,0,3,11,39.87,438.57,305.03,81
12218,20250718,15,110,5,2,0,2,9,35.63,320.67,215.46,47
12219,20260521,21,79,4,1,2,3,24,114.62,2338.25,1835.28,114
12220,20251121,9,170,1,12,0,1,11,109.68,1206.48,820.93,61
12221,20251129,23,32,2,13,0,1,16,114.13,1826.08,1320.64,133
12222,20250215,3,51,5,3,2,2,21,32.37,577.8,484.26,217
12223,20251006,21,154,2,7,2,2,11,110.54,1033.55,819.72,50
12224,20250726,18,181,6,1,0,1,19,58.22,1106.18,777.1,76
12225,20250916,7,59,5,3,1,2,5,60.45,272.03,200.45,28
12226,20250522,11,108,4,9,0,2,1,55.32,55.32,38.43,3
12227,20250419,8,98,5,7,1,1,40,7.48,269.28,200.0,135
12228,20260530,19,146,6,4,0,2,35,69.92,2447.2,1788.15,178
12229,20251029,20,100,1,1,3,1,8,64.23,452.18,388.24,57
12230,20250811,17,123,4,10,2,3,8,98.08,666.94,518.32,119
12231,20250209,6,134,4,13,2,2,2,51.05,86.78,69.26,8
12232,20260216,7,166,5,8,4,1,31,78.0,1934.4,1632.77,276
12233,20250913,25,28,5,9,0,2,31,34.11,1057.41,722.61,122
12234,20250728,14,133,1,5,4,2,24,29.89,573.89,517.44,104
12235,20251227,14,37,6,10,0,2,28,73.24,2050.72,1436.68,38
12236,20250313,10,3,4,8,4,1,12,61.8,593.28,538.8,2
12237,20251015,28,144,3,8,0,2,16,85.23,1363.68,914.88,64
12238,20260412,8,79,4,1,0,1,36,109.99,3959.64,2752.92,147
12239,20250908,24,144,3,8,3,1,31,83.27,2271.61,1772.58,143
12240,20250101,24,188,3,13,4,2,10,29.4,235.2,199.7,50
